Expiration Date,Policy Number,Effective Date,Policy Term,Customer _ Firm Name,"Customer _ Last name, First name",Company,Company Type,Cust #,First Named Insured's City,First Named Insured's State,Writing Company,Company Underwriter,Policy Notation,Policy Status,Policy Type Short Name,Policy Type,Policy Description,Bill Method,Total Cost,Full Term Premium,Policy Executive,Policy Representative,Policy Broker,Policy Division,Policy Branch,Policy Department,Policy Group,Lines of Business,Customer Contact Name,Customer Contact Residence,Customer Contact Business,Customer Contact E-mail,Customer Contact Cell,Business with Agency,Add'l Policy Exec 1,Add'l Policy Exec 2,Add'l Policy Rep 1,Add'l Policy Rep 2,Policy Sales Center Rep 1,Policy Sales Center Rep 2,Policy Id
1/1/2021,3316638,1/1/2020,01/01/2020 - 01/01/2021,"Duval Brokerage Services, Inc. DBA: Specialty Insurance Services",,Tremblay-Lang,Insurance,33256,Jacksonville,FL,United Health Care,,,Renewed,MEDT,Medical-Traditional,Plan AU-ZS w/851 RX,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Life Health Benefits,MEDT,Walter Jones,,,wjones@specialtyis.com,,C,,,,,,,2869d612-5166-4627-9ca7-4b4d85a45c0e
1/1/2021,264877502,1/1/2020,01/01/2020 - 01/01/2021,,"Gerlach, Dirk",Lehner LLC,Brokerage,29807,JACKSONVILLE,FL,Lloyd's of London,,,Renewed,DFIRE,Dwelling Fire,8019 & 8017 Arizona St(duplex),Agency bill,773.43,773.43,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"CAIN, ELBERT & LULA ",(483)6283710 Ext:,(904)0000000 Ext:,,(904)7070650 Ext:,P,,,,,,,1540e8d2-5db3-4150-a04b-cc082e53e082
1/1/2021,4504797103,1/1/2020,01/01/2020 - 01/01/2021,"East Coast Auto Parts of New Smyrna, Inc. DBA: Napa Auto Parts","Turner, Deandra",Dach-Mosciski,Insurance,24691,New Smyrna Bch,FL,Progressive Express Insurance Co,,,Renewed,AUTOB,Business Auto,Business Auto,Direct bill,6190,6152,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,AUTOB,Butch Shorter,,(386)4235373 Ext:,newsmyrnanapa@hotmail.com,,C,,,,,,,2f0091fb-2879-492e-9f16-b25045e96bfd
1/1/2021,3.14E+16,1/1/2020,01/01/2020 - 01/01/2021,"East Coast Auto Parts of New Smyrna, Inc. DBA: Napa Auto Parts","Turner, Deandra",Parker-Daniel,Brokerage,24691,New Smyrna Beach,FL,Colony Insurance Co,,,Renewed,PROP,Commercial Property,BBP and BI w EE,Agency bill,5203.3,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,PROP,Butch Shorter,,(386)4235373 Ext:,newsmyrnanapa@hotmail.com,,C,,,,,,,d4ee4a49-8541-4e5e-acdc-eb168072c64b
1/1/2021,3.85E+15,1/1/2020,01/01/2020 - 01/01/2021,"East Coast Auto Parts of New Smyrna, Inc. DBA: Napa Auto Parts","Turner, Deandra","Huel, Feil and Skiles",Insurance,24691,New Smyrna Beach,FL,Allied Property & Casualty Insurance Company,,,Renewed,CGL,General Liability,CGL,Direct bill,2221.2,2219,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,CGL,Butch Shorter,,(386)4235373 Ext:,newsmyrnanapa@hotmail.com,,C,,,,,,,623a7269-3e52-48bb-b354-d47e69fae327
1/1/2021,4484195,1/1/2020,01/01/2020 - 01/01/2021,"Erwin Insurance, LLC DBA: Erwin Insurance Agency",,Tremblay-Lang,Insurance,34009,Jacksonville,FL,United Health Care,,,Active,MHMO,Medical-HMO,Medical - Dual Option,Direct bill,0,0,Agency,Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Life Health Benefits,MHMO,,,(904)3961440 Ext:,office@erwinins.com,,C,,,,,,,ee57727d-4c64-449b-8bf0-476218e36c48
1/1/2021,425187,1/1/2020,01/01/2020 - 01/01/2021,"Erwin Insurance, LLC DBA: Erwin Insurance Agency",,Ortiz Inc,Brokerage,34009,Jacksonville,FL,Humana Emp Health,,,Active,VDEN,Voluntary Dental,Vol Dental,Direct bill,0,0,Agency,Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Life Health Benefits,VDEN,,,(904)3961440 Ext:,office@erwinins.com,,C,,,,,,,97a14cd7-0178-45e1-b143-8c1200261e95
1/1/2021,419397,1/1/2020,01/01/2020 - 01/01/2021,"Erwin Insurance, LLC DBA: Erwin Insurance Agency",,Ortiz Inc,Brokerage,34009,Jacksonville,FL,Humana Emp Health,,,Active,VVIS,Voluntary Vision,Vol Vision,Direct bill,0,0,Agency,Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Life Health Benefits,VVIS,,,(904)3961440 Ext:,office@erwinins.com,,C,,,,,,,daaed94c-2804-4ced-86b5-b02a7e5fb72a
1/1/2021,228218462,1/1/2020,01/01/2020 - 01/01/2021,"Erwin Insurance, LLC DBA: Erwin Insurance Agency",,Tremblay-Lang,Insurance,34009,Jacksonville,FL,United Health Care,,,Active,GLIF,Group Life(EE only),"Life, AD&D, and STD (EE Only)",Direct bill,0,0,Agency,Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Life Health Benefits,"PADD,STD,GLIF",,,(904)3961440 Ext:,office@erwinins.com,,C,,,,,,,34b581ae-7b8a-47b7-9560-af09fd31a94a
1/1/2021,574133771,1/1/2020,01/01/2020 - 01/01/2021,Heckscher Drive Baptist Church,"Leffler, Rosa",Carroll-Reichel,Brokerage,100,Jacksonville,FL,Bridgefield Employers Insurance,,,Active,WORK,Workers Compensation,,Direct bill,0,0,Agency,"Travis, Tina",,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,WORK,"White, Mark ",,(904)2513461 Ext:,,,C,,,,,,,cef370cf-e4b4-4620-b0a4-57eb665c1661
1/1/2021,443186253,7/1/2020,07/01/2020 - 01/01/2021,,"Adams, Angelika",Dach-Mosciski,Insurance,32836,St Augustine,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,892,892,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,email everything in addition to mail,,,,,P,,,,,,,a58b8526-8c19-4c8a-8354-d24702b73268
1/1/2021,45477585622,1/1/2020,01/01/2020 - 01/01/2021,,"Feest, Trenton","Braun, Bartell and Bergstrom",Insurance,27695,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,DFIRE,Dwelling Fire,8904 Greenleaf Road,Direct bill,625,652,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Daniels, Ira ",(232)7252301 Ext:,(904)8545264 Ext:,cdaniels1220@netzero.com,(904)5024316 Ext: Ira,"P, C",,,,,,,41fd035f-c1d8-486a-ac0e-c22232d66f01
1/1/2021,68537480,1/1/2020,01/01/2020 - 01/01/2021,"Nesbit Restaurant, Inc. ","Prosacco, Martin","Heidenreich, Schulist and Mayert",Insurance,33134,Jacksonville,FL,"Florida Citrus, Business & Industries Fund",,,Renewed,WORK,Workers Compensation,,Direct bill,2465,2465,"Ellis, Janet",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,WORK,Nathan Nesbit,,(904)7684432 Ext:,,,C,,,,,,,f7d782c9-11bc-458b-b9eb-e56474a3864d
1/1/2021,5245425739,1/1/2020,01/01/2020 - 01/01/2021,Nimnicht Management Company,,Mohr-Bergstrom,Insurance,434,Jacksonville,FL,Zenith Insurance Co,,,Renewed,WORK,Workers Compensation,,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,WORK,Billie Nimnicht,,,bn3@nimnichtauto.com,,C,,,,,,,4c635b3f-46a1-43da-83a5-06882c579d3b
1/1/2021,1305684579,1/1/2020,01/01/2020 - 01/01/2021,"Periodontal Specialists of North Florida, PA DBA: Modern Periodontics",,Mohr-Bergstrom,Insurance,34351,Orange Pasrk,FL,Zenith Insurance Co,,,Renewed,WORK,Workers Compensation,,Direct bill,2468,2493,"Ellis, Janet",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,WORK,John Clark,,(904)3824051 Ext:,jclark@modernperio.com,(904)3824051 Ext:,C,,,,,,,08775d09-fc3c-4b14-b268-e110fb0a9205
1/1/2021,4.04E+13,1/1/2020,01/01/2020 - 01/01/2021,R E Bay Electric Co. Inc.,,Schulist Group,Brokerage,425,Jacksonville,FL,Ryan Turner Specialty (formerly Atlantic),,,Renewed,WORK,Workers Compensation,,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,WORK,Todd Collins,,,bayreelectric641@bellsouth.net,,C,,,"Alexander, John",,,,3eacb5b7-4219-4b78-b1f5-179af36490e9
1/1/2021,352585010,1/1/2020,01/01/2020 - 01/01/2021,"Rosenblums, Inc. ",,Carroll-Reichel,Brokerage,269,Jacksonville,FL,Retail First Insurance Company,,,Renewed,WORK,Workers Compensation,,Direct bill,0,0,"Alexander, John",Agency,,Erwin Insurance LLC,Jacksonville,Commercial,Commercial Services,WORK,Richard Rosenblum,,,richard@erosenblums.com,(904)6358365 Ext:,C,,,,,,,4d818bfa-42ba-43de-8957-2b0d9d935fce
1/1/2021,38353555,7/1/2020,07/01/2020 - 01/01/2021,,"Legros, Dominic",Dach-Mosciski,Insurance,29911,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1201.14,551,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Duval, John & Kay ",(519)9764850 Ext:,,theduze@bellsouth.net,,P,,,,,,,1bc07af7-b636-48c1-aa00-a8fbfa8131f5
1/2/2021,87588377027,1/2/2020,01/02/2020 - 01/02/2021,,"Strosin, Garry","Braun, Bartell and Bergstrom",Insurance,16254,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,DFIRE,Dwelling Fire,11463 Duval Rd.,Direct bill,580,607,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Dickey, Lora W",(254)7491223 Ext:,,,,P,,,,,,,ea795ffc-1421-4ebf-bb07-ad0388aa7410
1/2/2021,32084602,7/2/2020,07/02/2020 - 01/02/2021,,"Rempel, Emil",Dach-Mosciski,Insurance,4324,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,769,769,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Mather, Elaine ",(519)2197574 Ext:,(904)3895242 Ext:,,,P,,,,,,,14bbb9cc-a09e-45bb-975b-85a31e204e93
1/2/2021,48587677,7/2/2020,07/02/2020 - 01/02/2021,,"Konopelski, Darrell",Boehm Group,Insurance,34957,JACKSONVILLE,FL,Safeco Insurance Company of Illinois,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,737.4,735.8,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Surles, Gertrud ",,,gigisurles50@gmail.com,(904)5256060 Ext:,,,,,,,,3807deb9-d838-4ae2-a3f6-3e206f504123
1/2/2021,58803364,7/2/2020,07/02/2020 - 01/02/2021,,"Rosenbaum, Deangelo",Dach-Mosciski,Insurance,15665,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,2239.66,2068,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Taylor, Jacquelyn & Daniel ",(323)2864231 Ext:,,,,P,,,,,,,fcf56761-2f70-444f-aaff-4aedf01c5819
1/2/2021,728320180,7/2/2020,07/02/2020 - 01/02/2021,,"Homenick, Trinidad",Dach-Mosciski,Insurance,33860,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,1899,1899,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Krieger, Mary Ellen",,,,(917)6902706 Ext:,P,,,,,,,5477e690-cbde-4ecf-8ea0-9e8e1356c133
1/2/2021,9430175497,1/2/2020,01/02/2020 - 01/02/2021,,"Smith, Sheldon",Glover and Sons,Insurance,30112,JACKSONVILLE,FL,Southern Fidelity,,,Renewed,HOME,Homeowners,6615 Lenczyk Dr,Direct bill,976,1003,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"KILLOUGH, ELIZABETH ",(994)1051116 Ext:,(904)0000000 Ext:,ekillo@bellsouth.net,(904)0000000 Ext:,P,,,,,,,7ad1eb2a-ee3e-4448-9d50-bdff857eef8c
1/2/2021,8.51E+13,1/2/2020,01/02/2020 - 01/02/2021,,"Greenfelder, Jimmy","Braun, Bartell and Bergstrom",Insurance,20958,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,3803 Division St 32209,Direct bill,1512,1539,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"SMITH, DELMON ",(227)7625275 Ext:,,,(904)8918940 Ext:,P,,,,,,,a25056bd-0531-4653-91b0-49d35a1c5284
1/2/2021,6.35E+11,1/2/2020,01/02/2020 - 01/02/2021,,"Armstrong, Roman",Breitenberg and Sons,Brokerage,30835,Jacksonville,FL,Lloyds of London,,,Renewed,DFIRE,Dwelling Fire,1617 Laura St,Agency bill,2736.7,2736.7,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"12408 VC Johnson Rd Jacksonville, FL. 32218",,,,,P,,,,,,,bffdf9e2-036e-4eb9-b4ef-e77dfc85f846
1/2/2021,37446204,7/2/2020,07/02/2020 - 01/02/2021,,"Witting, Daine",Dach-Mosciski,Insurance,32691,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,975,975,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Waters, Cleo ",(608)2361671 Ext:,,,,,,,,,,,c9901d45-1b46-4a41-97b1-16e2ada45af0
1/2/2021,455606,7/2/2020,07/02/2020 - 01/02/2021,,"Lang, Dave",Dach-Mosciski,Insurance,29659,Bryceville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,739,739,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Travis, Susan & Bruce ",,,,,P,,,,,,,225005de-bd6b-4f12-b6a3-fc31e617f507
1/2/2021,60514848643,1/2/2020,01/02/2020 - 01/02/2021,,"Walker, Fidel",Dach-Mosciski,Insurance,1158,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,687,687,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Welch, Jeff & Stacie ",(940)2686355 Ext:,(904)2969600 Ext:,,,P,,,,,,,0322419e-4f4e-4b20-a2db-60727ec8ea0a
1/2/2021,22165427,7/2/2020,07/02/2020 - 01/02/2021,,"Fritsch, Amada",Boehm Group,Insurance,8551,JACKSONVILLE,FL,Safeco Insurance Company of Illinois,,,Renewed,AUTOP,Private Passenger Auto,Demetric' policy,Direct bill,701.5,701.5,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Wesley, Demetric ",(381)6624554 Ext:,,,(904)4831324 Ext:,P,,,,,,,fa9aec6a-e3c9-4ee7-ad6d-4313a916fbb8
1/2/2021,26854832036,7/2/2020,07/02/2020 - 01/02/2021,,"Hagenes, Marcelino",Lind Inc,Insurance,35271,Jacksonville,FL,Direct General Ins Co,,,Renewed,AUTOP,Private Passenger Auto,UM 7/2/2020 (App),Direct bill,434,434,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Graham, Gilbert ",,,ohaceis@hotmail.com,(631)3740050 Ext:,P,,,,,,,6c81dc0b-cf0d-4ff2-b7e6-9dee38158cbc
1/2/2021,40075894066,1/2/2020,01/02/2020 - 01/02/2021,,"Thompson, Tim","Braun, Bartell and Bergstrom",Insurance,20351,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,HOME,Homeowners,15402 Max Legget Parkway,Direct bill,2455,1241,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Novitsky, Carolyn ",(799)0695217 Ext:,,,,P,,,,,,,4e6d63ca-f016-4adb-94f0-70ffe0c859c2
1/2/2021,99207329,7/2/2020,07/02/2020 - 01/02/2021,,"Cassin, Lauryn",Dach-Mosciski,Insurance,2366,Sanderson,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,890,890,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Paige, Wanda & Vernon ",(801)2870523 Ext:,(904)2752151 Ext:,,,P,,,,,,,a3db307e-7815-4272-91cc-3b531f3e2c56
1/3/2021,5338832,7/3/2020,07/03/2020 - 01/03/2021,,"Weissnat, Jae",Dach-Mosciski,Insurance,9001,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,632,632,Agency,"Russ, Bonnie",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Aebly, Bernard ",(917)3618481 Ext:,,,(904)3342404 Ext:,P,,,,,,,1de4f810-b03b-4062-9469-433f018cccbe
1/3/2021,102336032,7/3/2020,07/03/2020 - 01/03/2021,,"Collier, Tristan",Dach-Mosciski,Insurance,3050,Jacksonville,FL,Progressive American Insurance Co,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,982,982,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Gibson, Cecil & Marie ",(068)0635722 Ext:,(904)4038531 Ext: Marie,,,P,,,,,,,7b67bcf2-5500-4093-b97d-53fca355a051
1/3/2021,3586962807,1/3/2020,01/03/2020 - 01/03/2021,,"Gleason, Ozella",Mertz-Aufderhar,Insurance,27332,Orange Park,FL,American Traditions Insurance,,,Renewed,HOME,Homeowners,4595 Plantation Oaks Blvd,Direct bill,855,882,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,Marylou,,,mariloumanlutac@yahoo.com,,P,,,,,,,ad5f580c-7b7c-4f34-a488-9e2b0daf6125
1/3/2021,5874127305,1/3/2020,01/03/2020 - 01/03/2021,,"Ziemann, Ja",Glover and Sons,Insurance,30712,JACKSONVILLE,FL,Southern Fidelity,,Mortgagee Bill,Renewed,HOME,Homeowners,6752 Diane Rd,Direct bill,1994,2021,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Waters, Thomas ",(657)4249430 Ext:,(904)7440669 Ext:,,,P,,,,,,,0193801d-dbde-442c-a264-7c339c4396b8
1/3/2021,67393037082,1/3/2020,01/03/2020 - 01/03/2021,,"Murazik, Arlie","Braun, Bartell and Bergstrom",Insurance,20361,Jacksonville,FL,Universal P&C Ins Co,,,Renewed,DFIRE,Dwelling Fire,1325 W 20TH ST,Direct bill,656,683,Agency,"Unverferth, Adrienne",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,DFIRE,"Smith, Earl ",,,jazz1127man@yahoo.com,(904)6620474 Ext:,P,,,,,,,c58b4c4e-f63e-483c-ad43-d94b6a954048
1/3/2021,8172231072,1/3/2020,01/03/2020 - 01/03/2021,,"Graham, Marlys","Will, Hilll and Schoen",Insurance,22327,Jacksonville,FL,St Johns Insurance Company,,,Renewed,HOME,Homeowners,Bill Ward Daughter,Direct bill,2054,2081,Agency,"Clark, Dena",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Ward, William",,,,,,,,,,,,679de766-7f72-42e7-ab72-33353fc02ef9
1/3/2021,4.07E+13,1/3/2020,01/03/2020 - 01/03/2021,,"Schuster, Daryl",Glover and Sons,Insurance,30079,JACKSONVILLE,FL,Southern Fidelity Insurance Co,,Premium Finance,Renewed,HOME,Homeowners,6629 Shady Oak Dr(WC35203),Direct bill,0,1076,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Johnson, James & Sarah ",,,zfool@hotmail.com,(904)6616143 Ext:,,,,,,,,b34d67cb-19e1-42f6-86c8-0c657107fbe8
1/3/2021,2033884028,1/3/2020,01/03/2020 - 01/03/2021,,"Schuster, Daryl",Glover and Sons,Insurance,30079,JACKSONVILLE,FL,Southern Fidelity,,Premium Finance,Renewed,HOME,Homeowners,6629 Shady Oak Dr(WC22112),Direct bill,1076,1076,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,HOME,"Johnson, James & Sarah ",,,zfool@hotmail.com,(904)6616143 Ext:,,,,,,,,8ce39a20-ca04-4a54-b127-14cddbd3264f
1/3/2021,1.26E+13,7/3/2020,07/03/2020 - 01/03/2021,,"Kemmer, Dong","Bashirian, Simonis and Cremin",Insurance,32969,Jacksonville,FL,Mercury Indemnity of America,,,Renewed,AUTOP,Private Passenger Auto,,Direct bill,855,855,Agency,"Mccredie, Sheri",,Erwin Insurance LLC,Jacksonville,Personal,Select Services,AUTOP,"Howard, Lisa ",(766)3594578 Ext:,,lisahoward681@gmail.com,,P,,,,,,,3292086f-d940-4bc4-b5e2-257952a38308
1/4/2021,94486348153,1/4/2020,01/04/2020 - 01/04/2021,DBA: Huerta Living Trust,"Connelly, Sarah",Paucek-Green,Brokerage,33058,Jacksonville,FL,Hartford Casualty Insurance Co,,,Renewed,BOPGL,BOP Liability,,Direct bill,377,0,Agency,"Travis, Tina",,Erwin Insurance LLC,Jacksonville,Commercial,Business Unit,BOPGL,Janet,,,,,,,,,,,,f23b6410-54ec-4ded-b725-6a15551ed41f
